PROBLEMÁTICA,OBJETIVO MACRO,NIVEL,NOMBRE DE LA ESTRATEGIA,OBJETIVO DE LA ESTRATEGIA,INDICADOR  DE GESTIÓN SUGERIDO,INDICADOR DE IMPACTO SUGERIDO,ACCIONES,RESPONSABLES,NOTAS PARA LA IMPLEMENTACIÓN
Reclutamiento y Utilización de NNAJ  ,"Prevenir el reclutamiento y utilización de niños, niñas, adolescentes y jóvenes por parte de grupos armados ilegales. (Grupos armados organizados, delictivos y delincuenciales).",Prevención,Fortalecimiento de la oferta artística y cultural,Ampliar la oferta de los proyectos artísticos y culturales dirigidos a NNAJ.,Número de proyectos artísticos y culturales impulsados,,"Convocar a diferentes sectores del municipio para apoyar las iniciativas de los jóvenes que se vinculan en iniciativas artísticas y culturales.

Destinar recursos para fortalecer las iniciativas artísticas y culturales que permitan prevenir el riesgo de reclutamiento y utilización.","Alcaldía, Centros de cultura municipal, organizaciones sociales",
Reclutamiento y Utilización de NNAJ  ,"Prevenir el reclutamiento y utilización de niños, niñas, adolescentes y jóvenes por parte de grupos armados ilegales. (Grupos armados organizados, delictivos y delincuenciales).",Prevención,Fortalecimiento de las capacidades locales en materia de prevención," Fortalecer la capacidad preventiva de las autoridades en el territorio para coordinar labores entre la Policía, Comisaría, corregidores e Inspectores de Policía ","Nivel de avance del plan de seguimiento a las funciones del inspector y comisario

Número de talleres de formación a autoridades locales para aumentar capacidades en materia de prevención ",,"Diseñar un plan de seguimiento a las funciones del inspector de policía y comisario de familia, las cuales deberán volcarse de manera creciente a las zonas rurales con mayor riesgo de reclutamiento y utilización.
Convocar reuniones con el inspector y comisario que permitan identificar su ro en materia de prevención y el seguimiento de dichas funciones.

Fortalecer la figura de los inspectores de policía y articularla con los funcionarios de la Policía que presten el servicio de vigilancia en áreas rurales y el casco urbano, especialmente en las zonas con mayor riesgo de reclutamiento y utilización.
Realizar talleres de formación a las autoridades locales con responsabilidad en el tema.",Alcaldía,
Reclutamiento y Utilización de NNAJ  ,"Prevenir el reclutamiento y utilización de niños, niñas, adolescentes y jóvenes por parte de grupos armados ilegales. (Grupos armados organizados, delictivos y delincuenciales).",Prevención,Fortalecimiento de las capacidades locales de la comunidad y el sector educativo,"Desarrollar jornadas de capacitación a las familias y  agentes educativos  sobre el enfoque de prevención para brindar atención integral, garantizar los derechos y prevenir el reclutamiento desde la primera infancia. ",Número de personas formadas en  enfoque de prevención,,"Convocar a las comunidades y agentes educativos para que asistan a los talleres de formación.

Realizar los talleres de formación a la comunidad y los agentes educativos. ","Alcalde, Secretaría de Gobierno",
Reclutamiento y Utilización de NNAJ  ,"Prevenir el reclutamiento y utilización de niños, niñas, adolescentes y jóvenes por parte de grupos armados ilegales. (Grupos armados organizados, delictivos y delincuenciales).",Prevención,Campañas de difusión sobre prevención de reclutamiento,Promover la implementación permanente de las campañas que se impulsan desde todos las instancias nacionales y departamentales para prevenir el riesgo de reclutamiento y utilización.,"Número de campañas impulsadas
Número de medios donde se han difundido mensajes (escritos y radiales)",,"Identificar las campañas en las instancias nacionales, departamentales y locales para identificar cuales se pueden impulsar en el municipio.
Desarrollar alternativas legales para esta población cuyos ingresos dependen de la relación con estructuras y economías ilegales 
Difundir mensajes relativos a prevención del reclutamiento y utilización de niños, niñas y adolescentes en los medios de comunicación del municipio. 
Desarrollar diferentes líneas de mensaje relativas a la prevención del reclutamiento y utilización de niños, niñas y adolescentes y difundirlas en los medios de comunicación ","Alcalde, Secretaría de Gobierno",
Reclutamiento y Utilización de NNAJ  ,"Prevenir el reclutamiento y utilización de niños, niñas, adolescentes y jóvenes por parte de grupos armados ilegales. (Grupos armados organizados, delictivos y delincuenciales).",Control,Desarrollo de mecanismos de articulación ,"Crear mecanismos de coordinación de la Fuerza Pública, con autoridades civiles y de justicia para mitigar acciones que permitan enfrentar a los grupos armados organizados que reclutan y utilizan a esta población en territorios periféricos y zonas rurales.","Número de mecanismos desarrollados en coordinación

Numero de veredas con riesgo de reclutamiento con presencia policial ",,"

Solicitarle a la Policía el despliegue de unidades policiales o en su defecto , visitas periódicas a las zonas rurales con mayor riesgo de reclutamiento. 

Desarrollar reuniones con  la Fuerza Pública, autoridades civiles y de justicia para encontrar alternativas que permitan disminuir el riesgo de reclutamiento y utilización.

Solicitarle apoyo y recursos a las instancias departamentales y nacionales para enfrentar a los grupos armados organizados que reclutan y utilizan a esta población en territorios periféricos y zonas rurales.","Alcalde, Policía, FFMM",
Reclutamiento y Utilización de NNAJ  ,"Prevenir el reclutamiento y utilización de niños, niñas, adolescentes y jóvenes por parte de grupos armados ilegales. (Grupos armados organizados, delictivos y delincuenciales).",Control,Impulso de Equipos de Acción de Inmediata ,"Impulsar la creación de los Equipos de Acción Inmediata, como instancia que coordine, articule las capacidades para garantizar los derechos de los niños, niñas y adolescentes. Estos equipos están compuestos por el Alcalde Municipal, Secretario de Gobierno, Personero Municipal, Representante de la Defensoría, Defensor de Familia/ Comisario de Familia/ Inspector de Policía, oficinas del ICBF, Policía de Infancia y Adolescencia Autoridades Indígenas según corresponda.",Número de equipos de acción inmediata creados,,"Identificar las personas que harían parte de manera permanente de los Equipos de Acción inmediata.

Destinar un recurso fijo para las labores de los Equipos de Acción Inmediata.

Coordinar con el ICBF para formar a las personas que harán parte de equipo de acción inmediata frente a las funciones que deben tener especialmente en la ruta de prevención en protección. ","Alcalde, Secretaría de Gobierno, Personería  Defensoría,  Comisario de Familia/ Inspector de Policía, oficinas del ICBF, Policía de Infancia y Adolescencia Autoridades Indígenas según corresponda.",
Reclutamiento y Utilización de NNAJ  ,"Prevenir el reclutamiento y utilización de niños, niñas, adolescentes y jóvenes por parte de grupos armados ilegales. (Grupos armados organizados, delictivos y delincuenciales).",Investigación Judicial,Fortalecimiento de la investigación y judicialización ,Desarrollar estrategias junto con los fiscales locales y especializados para definir acciones de articulación institucional para investigar y judicializar a los responsables. ,Número de estrategias diseñadas ,,"Apoyar a las entidades judiciales para avanzar en los procesos de investigación criminal y judicialización de quiénes reclutan y utilizan a los niños, niñas y adolescentes promoviendo mecanismos de reporte para tal efecto.

Crear mecanismos de coordinación de la Fuerza Pública, con autoridades civiles y de justicia para aumentar la denuncia.","Alcalde, Secretaria de Gobierno, Fiscalía",
Riñas,Prevenir y reducir las riñas en el municipio,Prevención social,,Adelantar campañas de sensibilización a comerciantes sobre la importancia de promover comportamientos responsables en el consumo de alcohol.,"# de campañas implementadas.

# de propietarios y administradores de establecimientos sensibilizados",,"
*Implementar mesas de diálogo y trabajo conjunto con administradores y dueños, para construir estrategias de reducción de riesgos en sus clientes, consumidores de alcohol, y promover buenas prácticas de funcionamiento de los establecimientos, así como construir acuerdos.

* Implementar estrategia de sensibilización dirigida a dueños y administradores de establecimientos comerciales que expenden alcohol, con el fin de promover buenas prácticas en la venta de este producto.","Alcalde, *Secretaría de Gobierno, Secretaría de Integración o Desarrollo Social",
Riñas,Prevenir y reducir las riñas en el municipio,Prevención social,,"Implementar una estrategia para el consumo responsable de alcohol, y la prevención de las conflictividades producto del consumo.","# de estrategias de comunicación diseñadas e implementadas

# de actividades que se realizan conjuntamente con organizaciones de la sociedad civil.",,"*Construir una estrategia de comunicación para el fomento de hábitos responsables en el consumo de alcohol y la no violencia,  en conjunto con el sector privado y comercial, organizaciones sociales, jóvenes, padres de familia, comunidad educativa e institucionalidad municipal.

*Implementar la estrategia comunicativa en zonas de concentración de consumo de alcohol, así como en tiendas y hogares.

*Identificar las organizaciones sociales y comunidades religiosas que trabajan con consumidores problemáticos de alcohol, con el fin de compartir experiencias y generar nuevos procesos de apoyo y trabajo conjunto.
","Alcalde, Secretaría de Gobierno, Policía Nacional, Inspecciones de Policía,  Comisarías de Familia, Jueces de paz",
Riñas,Prevenir y reducir las riñas en el municipio,Prevención social,,"Fortalecer los comités de convivencia, administraciones y consejos de propiedad horizontal (conjuntos residenciales), para mejorar la convivencia en estos espacios.","# de consejos de administración, administraciones y comités de convivencia capacitados.

# de reuniones adelantadas entre autoridades de Policía y consejos, comités y administraciones de conjuntos residenciales.",,"*Brindar capacitación a miembros de comités de convivencia, administraciones y consejos de conjuntos residenciales, en mecanismos para la resolución pacífica de conflictos entre vecinos.

* Fortalecer los canales de comunicación entre miembros de comités y consejos de conjuntos residenciales y las autoridades de Policía.",*Secretaría de Gobierno.,
Riñas,Prevenir y reducir las riñas en el municipio,Prevención social,,Fortalecer los mecanismos alternativos de resolución de conflictos.,"# de instalaciones adecuadas.

# de procesos de formación y capacitación adelantados.

# de uniformados de la Policía Nacional capacitados en mediación policial.

# de asesorías prestadas en zonas rurales del municipio.",,"*Mejorar las instalaciones de las instancias que ofrecen servicios de resolución pacífica de conflictos, como las Comisarías de Familia, Inspecciones de Policía, Juzgados de Paz, y otros no formales, para ampliar su capacidad de mediar y conciliar en conflictos.

*Mejorar las capacidades de los funcionarios de estas instancias, a través de la capacitación en resolución pacífica de conflictos y herramientas para ello, priorizando aquellos que trabajan en zonas rurales del municipio.

*Realizar visitas periódicas de la Comisaría de Familia a las veredas y corregimientos del municipio, ofreciendo servicios de mediación permanente para comunidades rurales.

*Capacitar a uniformados de policía encargados de los procesos de mediación policial, medio reglamentado por el Código Nacional de Policía.



","Alcalde, Secretaría de Integración o Desarrollo Social., Secretaría de Gobierno, Secretaría de Educación, Policía Nacional",
Riñas,Prevenir y reducir las riñas en el municipio,Prevención social,,"Adelantar registros policiales a los establecimientos de comercio que expenden alcohol, para identificar cumplimiento de requisitos de funcionamiento y cumplimiento de la normatividad vigente.",# de registros realizados mensualmente,,"*Programar visitas mensuales a los establecimientos de comercio que expenden alcohol, con el fin de verificar el cumplimiento de la normatividad vigente para su funcionamiento, así como evitar el expendio de sustancias ilícitas en su interior.","Alcalde, Secretaría de Gobierno. Policía Nacional, Inspecciones de Policía
 Comisarías de Familia, Jueces de paz",
Riñas,Prevenir y reducir las riñas en el municipio,Prevención social,,Adelantar procesos de reconciliación y construcción de paz entre grupos de jóvenes o pandillas,"# de actividades realizadas

# de mesas adelantadas.",,"* Realizar actividades de apropiación de territorios como parques, escenarios deportivos, entre otros, con la participación de jóvenes.

*Propiciar mesas de diálogo entre pandillas, parches, barras bravas, que permita llegar a acuerdos de convivencia y no agresión.

* Generar actividades donde los jóvenes expresen sus gustos, necesidades e intereses en el municipio.","Alcalde, Secretaría de Gobierno, Policía Nacional, Personería municipal, Inspección de Policía",
Riñas,Prevenir y reducir las riñas en el municipio,Control,,Fortalecer la capacidad de control de actividades que generen alteración a la convivencia como fiestas ruidosas.,"# de capacitaciones realizadas a personal policial.

# de operativos de control de actividades ruidosas que afectan la convivencia.",,"*Capacitar al personal policial en habilidades para la disuasión de actividades que generen alteraciones a la convivencia, sin usar la violencia.

*Realizar actividades de control como patrullajes y registros a estas actividades, con los medios necesarios para ello. ","Alcalde, Secretaría de Gobierno., Secretaría de Integración o Desarrollo Social. Policía Nacional",
Secuestro,Prevenir y reducir el número de secuestros en el municipio.,Fortalecimiento comunitario,,Fomentar la cooperación ciudadana para el apoyo a las entidades pertinentes en la lucha contra el secuestro.,"Número de frentes de seguridad creados

",,"*Fomentar la denuncia, a través de estrategias de comunicación y sensibilización, así como facilitando los canales de acceso a esta y la promoción de las tecnologías para ello.

*Creación de frentes de seguridad rural, que hagan más expedita la comunicación de la comunidad con las autoridades municipales y de Policía.

*Abrir espacios en los Consejos municipales de seguridad y convivencia para la participación de representantes de la sociedad civil del municipio, con el fin de obtener información y hacer seguimiento a la problemática.

*Desarrollar espacios de diálogo  con los actores y sectores más golpeados por este flagelo para identificar líneas de acción que permitan prevenir este delito. 



","Alcalde, Secretaría de Gobierno, Policía Nacional",
Secuestro,Prevenir y reducir el número de secuestros en el municipio.,Control,,Fortalecer las capacidades de la Fuerza Pública para el control del territorio en el municipio.,Número de medios técnicos y tecnológicos otorgados a la Fuerza Pública,,"*Identificar las necesidades técnicas y tecnológicas de los organismos encargados de hacer control, inteligencia e investigación criminal en el municipio.

*Dotar de medios técnicos y tecnológicos necesarios para facilitar el control, la investigación criminal y la inteligencia en el municipio, así como realizar el mantenimiento correspondiente.

*Hacer seguimiento de las inversiones realizadas, en el marco del Consejo municipal de Seguridad y Convivencia.

Designar a unidades policiales para que realicen mayores patrullajes por los sectores  donde se presenten más denuncias o se tenga mayor  información donde se dan los secuestros.","Alcalde, Secretaría de Gobierno, Ejército Nacional, Policía Nacional, Seccionales de Policía y Fiscalía.
",
Secuestro,Prevenir y reducir el número de secuestros en el municipio.,Control,,Adecuar las instancias municipales para facilitar la coordinación interinstitucional en la lucha contra el secuestro.,"
Número de funcionarios formados

Número de talleres de formación  realizados ",,"*Liderar, desde el Consejo municipal de Seguridad y Convivencia, la articulación de las acciones necesarias para el combate contra las estructuras criminales, que implementa la Fuerza Pública.

* Diseñar una estrategia de gestión de recursos para la dotación de la Fuerza Pública y de los órganos encargados de investigación e inteligencia en el municipio.

*Propender por la cooperación con municipios circunvecinos y la gobernación del departamento, con el fin de contar con estrategias unificadas y coordinadas.

*Definir mecanismos de coordinación con los jueces, para garantizar la judicialización y el combate contra la impunidad.","Alcalde, Secretaría de Gobierno, Policía Nacional, Fuerzas Militares",
Secuestro,Prevenir y reducir el número de secuestros en el municipio.,Sanción y judicialización,,Fortalecer las capacidades de inteligencia e investigación criminal con las que cuenta el municipio.,"# de recursos optimizados o adquiridos para el mejoramiento de los procesos técnicos.

# de estrategias construidas para la desarticulación de bandas dedicadas al hurto.",,"*Identificar las necesidades que tiene el municipio en materia de investigación criminal e inteligencia para la desarticulación de bandas delincuenciales y la judicialización de sus comportamientos, en coordinación con la Policía Nacional y la seccional de Fiscalía.

*Invertir recursos necesarios para superar las brechas existentes.

*Construir una estrategia conjunta con la Policía Nacional y la Fiscalía para optimizar los servicios de inteligencia e investigación criminal correspondientes a las necesidades del municipio, desde el Consejo municipal de Seguridad y Convivencia. Así mismo, gestionar desde este escenario la presencia de las Unidades Básicas y las Seccionales de Policía y Fiscalía.

*Coordinar con municipios circunvecinos y la gobernación del departamento, estrategias para la desarticulación de bandas delincuenciales dedicadas al secuestro en el municipio.

*Desarrollar una estrategia conjunta con la Policía Nacional y la Fiscalía para incentivar  la denuncia.","Alcalde, Secretaría de Gobierno,  Policía Nacional, Seccional de Fiscalía, Unidades Básicas y Seccionales de Policía",
Violencia Intrafamiliar,Prevenir y reducir la violencia intrafamiliar en el municipio,Prevención,Protección a victimas ,"Fortalecer la creación y operación de  Hogares de Paso (proteger víctimas de violencia intrafamiliar, maltrato infantil y abuso sexual).
",No de hogares fortalecidos y o creados  en el municipio.,"% de reducción de casos de violencia intrafamiliar

Número de investigaciones cerradas sobre casos de violencia intrafamiliar

%  de aumento en la denuncia

% de recursos asignados para fortalecer organizaciones sociales de base que trabajen sobre prevención de violencia ","Identificar las fuentes de recursos para fortalecer los hogares de paso.

Capacitar al personal que actualmente trabaja en estos espacios para que presten una atención integral y no re victimicen a las personas que se acerca a estos  hogares.","Alcalde, Secretaria de Gobierno, ICBF, Comisarias ",
Violencia intrafamiliar ,Prevenir y reducir la violencia intrafamiliar en el municipio,Prevención social,Fortalecimiento de capacidades comunitarias,Mejorar las habilidades de crianza de padres y madres de familia,"# de estrategias de acompañamiento diseñadas e implementadas

# de familias acompañadas

# de visitas a familias rurales",,"* Incluir en las escuelas de padres de las instituciones educativas del municipio, pautas de crianza para resolver los conflictos de manera pacífica, y sensibilizar acerca de la no violencia.

*Diseñar e implementar estrategias de acompañamiento familiar, con visitas periódicas a familias en riesgo por parte de profesionales en técnicas psicosociales.

*Adelantar visitas a zonas rurales del municipio de manera periódica, por parte de la Comisaría de Familia y de profesionales en acompañamiento psicosocial, para prevenir e identificar situaciones de riesgo al interior de las familias rurales.

*Diseñar e implementar estrategias de comunicación para la prevención de la violencia intrafamiliar.","Alcalde, Secretaría de Gobierno, Comisaría de Familia, Secretaría de Desarrollo o Integración Social, Personería municipal",
Violencia intrafamiliar ,Prevenir y reducir la violencia intrafamiliar en el municipio,Control,Fortalecimiento de mecanismos institucionales,Construir o actualizar la ruta municipal de atención para casos de violencia intrafamiliar,"# de rutas construidas y actualizadas.

# de estrategias de comunicación construidas.",,"*Definir los procedimientos para la detección, atención, ruta de acceso a la justicia y seguimiento de casos de violencia intrafamiliar, que incluya mecanismos amigables para la recepción de denuncias.

*Definir los roles y responsabilidades de cada uno de los actores partícipes en la ruta de detección y atención.

*Identificar las rutas para la remisión de casos ante instancias superiores, con el fin de evitar la re victimización.

*Construir un documento municipal que contenga la ruta de detección y atención, dirigido a servidores públicos y comunidad en general.

*Socializar, a través de campañas comunicativas, la ruta de atención para casos de violencia intrafamiliar.

*Fomentar la denuncia de casos de violencia intrafamiliar, especialmente en zonas rurales del municipio.","Alcalde, Secretaría de Gobierno, Comisaría de Familia, Personería municipal, Policía Nacional
*Secretaría de Salud, Secretaría de Desarrollo o Integración Social, Instituto Colombiano de Bienestar Familiar, Fiscalía seccional, Instituto Nacional de Medicina Legal",
Violencia intrafamiliar ,Prevenir y reducir la violencia intrafamiliar en el municipio,Control,Fortalecimiento de capacidades locales ,Capacitar a servidores públicos municipales en la detección y atención de casos de violencia intrafamiliar,# de funcionarios capacitados,,"* Diseñar e implementar una estrategia de formación y capacitación a funcionario públicos municipales, incluyendo a personal de la Policía Nacional, en los mecanismos y herramientas para la prevención y atención de casos de violencia intrafamiliar, en el marco de la normatividad vigente.

* Gestionar recursos adicionales para la formación y capacitación, a través de los fondos de seguridad y convivencia y los recursos existentes para esta problemática, ante la gobernación y el Gobierno Nacional.

Generar espacios de sensibilización a través de talleres enfocados en temas de violencia intrafamiliar, maltrato infantil, abuso sexual dirigidos a toda la población","*Secretaría de Gobierno, Comisaría de Familia, Personería municipal, Policía Nacional, Secretaría de Salud, Secretaría de Desarrollo o Integración Social, Instituto Colombiano de Bienestar Familiar, Fiscalía seccional, instituto Nacional de Medicina Legal",
Violencia intrafamiliar ,Prevenir y reducir la violencia intrafamiliar en el municipio,Prevención social,Acompañamiento psicosocial ,Implementar una estrategia de acompañamiento psicosocial a familias rurales y urbanas del municipio,# de familias acompañadas por la estrategia,,"* Diseño de la estrategia, en concurso con la Comisaría de Familia, la Defensoría del Pueblo, la personería municipal y los funcionarios del gobierno municipal pertinentes, en el marco del Consejo municipal de Seguridad y Convivencia y otras instancias definidas en la ley.

* Implementación de la estrategia, que incluya la contratación de personal idóneo para llevarla a cabo.

* Seguimiento y evaluación de la estrategia.","Alcalde, Secretaría de Gobierno, Comisaría de Familia, Personería municipal, Secretaría de Salud, Secretaría de Desarrollo o Integración Social, Instituto Colombiano de Bienestar Familiar, Fiscalía seccional, Instituto Nacional de Medicina Legal",
